"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT22","WT22_ATTRIBUTES"
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-03-06","2.5",",,W","0.0",",,W,2400","8.3",",,W","0.6",",,W","  180",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-03-07","5.0",",,W","0.0",",,W,2400","16.1",",,W","2.8",",,W","  200",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-03-08","2.7",",,W","0.0",",,W,2400","17.8",",,W","6.1",",,W","  160",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-03-09","3.1",",,W","0.0",",,W,2400","23.9",",,W","5.0",",,W","  220",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-03-10","3.4",",,W","0.0","T,,W,2400","25.6",",,W","16.7",",,W","  290",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-03-11","5.1",",,W","1.0",",,W,2400","18.9",",,W","9.4",",,W","  320",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-03-12","3.7",",,W","0.0",",,W,2400","13.9",",,W","5.0",",,W","  190",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-03-13","2.7",",,W","0.3",",,W,2400","17.8",",,W","10.0",",,W","  170",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-03-14","7.9",",,W","4.6",",,W,2400","11.1",",,W","5.0",",,W","   50",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-03-15","4.1",",,W","0.0","T,,W,2400","13.9",",,W","6.7",",,W","   60",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-03-16","2.6",",,W","0.5",",,W,2400","18.3",",,W","7.2",",,W","  190",",,W",,,,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-03-17","3.8",",,W","1.0",",,W,2400","17.8",",,W","7.2",",,W","  300",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-03-18","7.2",",,W","0.0","T,,W,2400","13.9",",,W","6.1",",,W","  320",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-03-19","3.3",",,W","0.0",",,W,2400","8.3",",,W","2.8",",,W","   50",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-03-20","6.5",",,W","1.8",",,W,2400","5.6",",,W","0.6",",,W","   60",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-03-21","6.8",",,W","1.8",",,W,2400","10.0",",,W","0.6",",,W","  300",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-03-22","6.1",",,W","0.0",",,W,2400","13.3",",,W","2.8",",,W","  270",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-03-23","3.7",",,W","0.0",",,W,2400","21.7",",,W","9.4",",,W","  270",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-03-24","6.7",",,W","0.0",",,W,2400","11.7",",,W","6.7",",,W","   50",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-03-25","4.4",",,W","1.8",",,W,2400","22.8",",,W","6.7",",,W","  320",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-03-26","4.5",",,W","0.0",",,W,2400","10.6",",,W","3.9",",,W","  360",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-03-27","3.6",",,W","0.0","T,,W,2400","12.2",",,W","6.1",",,W","  160",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-03-28","7.8",",,W","13.0",",,W,2400","17.2",",,W","6.1",",,W","  270",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-03-29","10.1",",,W","0.0",",,W,2400","11.7",",,W","5.6",",,W","  300",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-03-30","4.9",",,W","0.0",",,W,2400","11.7",",,W","3.9",",,W","  170",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-03-31","5.6",",,W","0.0","T,,W,2400","21.1",",,W","9.4",",,W","  180",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-04-01","4.2",",,W","0.3",",,W,2400","26.1",",,W","13.3",",,W","  230",",,W","    1",",,W",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-04-02","4.3",",,W","3.3",",,W,2400","16.1",",,W","8.9",",,W","  180",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-04-03","9.8",",,W","2.8",",,W,2400","10.0",",,W","1.7",",,W","  300",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-04-04","5.5",",,W","12.7",",,W,2400","7.2",",,W","-0.5",",,W","   20",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-04-05","6.3",",,W","0.0",",,W,2400","6.1",",,W","-2.7",",,W","   20",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-04-06","5.1",",,W","0.0",",,W,2400","8.9",",,W","0.0",",,W","  160",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-04-07","6.5",",,W","3.8",",,W,2400","15.6",",,W","8.3",",,W","  170",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-04-08","6.7",",,W","0.0","T,,W,2400","10.6",",,W","5.0",",,W","  270",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-04-09","5.1",",,W","1.8",",,W,2400","6.7",",,W","3.3",",,W","  330",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-04-10","5.5",",,W","0.0",",,W,2400","10.0",",,W","0.6",",,W","  330",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-04-11","5.9",",,W","0.3",",,W,2400","16.1",",,W","6.7",",,W","  170",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-04-12","6.0",",,W","5.6",",,W,2400","14.4",",,W","7.8",",,W","  310",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-04-13","3.4",",,W","0.0",",,W,2400","13.9",",,W","5.6",",,W","   20",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-04-14","3.8",",,W","0.0",",,W,2400","16.1",",,W","6.1",",,W","  160",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-04-15","2.8",",,W","0.0",",,W,2400","17.2",",,W","6.7",",,W","  160",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-04-16","2.9",",,W","0.0",",,W,2400","18.3",",,W","7.2",",,W","   40",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-04-17","2.6",",,W","0.0",",,W,2400","23.3",",,W","8.9",",,W","  170",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-04-18","2.1",",,W","0.0",",,W,2400","26.7",",,W","9.4",",,W","  180",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-04-19","5.4",",,W","0.0",",,W,2400","20.6",",,W","13.3",",,W","  320",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-04-20","4.7",",,W","0.0",",,W,2400","19.4",",,W","10.6",",,W","  340",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-04-21","4.4",",,W","0.0",",,W,2400","21.1",",,W","10.0",",,W","  160",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-04-22","3.7",",,W","0.0","T,,W,2400","25.6",",,W","16.1",",,W","  170",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-04-23","4.7",",,W","3.6",",,W,2400","20.6",",,W","12.8",",,W","  350",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-04-24","4.4",",,W","0.0",",,W,2400","19.4",",,W","8.9",",,W","  170",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-04-25","3.2",",,W","0.0",",,W,2400","20.0",",,W","10.6",",,W","   60",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-04-26","5.3",",,W","7.6",",,W,2400","13.9",",,W","8.3",",,W","   60",",,W","    1",",,W",,,"    1",",,W",,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-04-27","3.5",",,W","0.0",",,W,2400","15.6",",,W","8.3",",,W","  160",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-04-28","3.9",",,W","0.0","T,,W,2400","15.0",",,W","8.9",",,W","  160",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-04-29","4.2",",,W","0.5",",,W,2400","15.0",",,W","8.3",",,W","   80",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-04-30","3.4",",,W","0.0",",,W,2400","17.2",",,W","8.3",",,W","  170",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-05-01","4.1",",,W","3.8",",,W,2400","11.1",",,W","7.2",",,W","   60",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-05-02","2.4",",,W","1.0",",,W,2400","16.7",",,W","7.2",",,W","  210",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-05-03","4.2",",,W","19.1",",,W,2400","12.8",",,W","10.6",",,W","   40",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-05-04","5.5",",,W","0.8",",,W,2400","12.2",",,W","9.4",",,W","   50",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-05-05","6.2",",,W","0.0",",,W,2400","14.4",",,W","8.3",",,W","   50",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-05-06","6.6",",,W","14.2",",,W,2400","12.8",",,W","9.4",",,W","   50",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-05-07","3.8",",,W","0.0","T,,W,2400","13.9",",,W","9.4",",,W","   60",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-05-08","5.0",",,W","3.8",",,W,2400","18.3",",,W","9.4",",,W","  320",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-05-09","5.7",",,W","0.0",",,W,2400","23.3",",,W","12.2",",,W","  270",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-05-10","3.1",",,W","0.0",",,W,2400","18.3",",,W","10.6",",,W","  230",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-05-11","2.6",",,W","0.0",",,W,2400","23.3",",,W","11.7",",,W","  180",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-05-12","3.5",",,W","0.0",",,W,2400","25.6",",,W","13.3",",,W","   60",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-05-13","2.6",",,W","6.4",",,W,2400","19.4",",,W","14.4",",,W","  170",",,W","    1",",,W",,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-05-14","4.9",",,W","0.0","T,,W,2400","22.8",",,W","14.4",",,W","  270",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-05-15","8.1",",,W","0.0","T,,W,2400","15.0",",,W","8.3",",,W","  290",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-05-16","7.8",",,W","0.0",",,W,2400","20.0",",,W","6.7",",,W","  290",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-05-17","4.3",",,W","0.0","T,,W,2400","20.0",",,W","13.3",",,W","  220",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-05-18","3.6",",,W","0.0","T,,W,2400","20.6",",,W","12.8",",,W","  210",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-05-19","2.6",",,W","0.0",",,W,2400","21.7",",,W","13.3",",,W","  170",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-05-20","3.4",",,W","0.0",",,W,2400","25.6",",,W","13.9",",,W","  180",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-05-21","3.2",",,W","1.8",",,W,2400","19.4",",,W","13.3",",,W","  120",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-05-22","3.3",",,W","2.8",",,W,2400","21.7",",,W","12.2",",,W","  160",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-05-23","3.1",",,W","0.0","T,,W,2400","25.0",",,W","13.3",",,W","  160",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-05-24","1.9",",,W","7.1",",,W,2400","24.4",",,W","15.6",",,W","   20",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-05-25","3.0",",,W","0.0",",,W,2400","32.2",",,W","15.6",",,W","  250",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-05-26","3.6",",,W","0.0",",,W,2400","33.3",",,W","21.7",",,W","  160",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-05-27","3.7",",,W","0.0",",,W,2400","31.1",",,W","19.4",",,W","  160",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-05-28","4.2",",,W","0.0","T,,W,2400","33.3",",,W","22.8",",,W","  170",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-05-29","4.8",",,W","0.0","T,,W,2400","30.6",",,W","21.1",",,W","  170",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-05-30","3.4",",,W","38.9",",,W,2400","27.8",",,W","20.6",",,W","  160",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-05-31","3.4",",,W","0.0",",,W,2400","28.9",",,W","20.6",",,W","  200",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-06-01","3.8",",,W","0.0",",,W,2400","28.3",",,W","18.3",",,W","   90",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-06-02","4.7",",,W","0.0",",,W,2400","23.3",",,W","16.7",",,W","   40",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-06-03","3.1",",,W","0.5",",,W,2400","22.2",",,W","17.2",",,W","  180",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-06-04","2.9",",,W","6.9",",,W,2400","28.3",",,W","18.9",",,W","  160",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-06-05","3.8",",,W","17.0",",,W,2400","23.3",",,W","19.4",",,W","  270",",,W","    1",",,W","    1",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-06-06","5.1",",,W","0.0",",,W,2400","30.6",",,W","20.0",",,W","  280",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-06-07","5.1",",,W","0.3",",,W,2400","30.6",",,W","18.9",",,W","  320",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-06-08","7.2",",,W","11.2",",,W,2400","21.1",",,W","12.8",",,W","  310",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-06-09","8.3",",,W","0.0","T,,W,2400","23.3",",,W","13.3",",,W","  290",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-06-10","5.5",",,W","0.0",",,W,2400","25.6",",,W","15.0",",,W","  320",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-06-11","3.5",",,W","2.5",",,W,2400","32.2",",,W","17.8",",,W","  340",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-06-12","8.9",",,W","0.0",",,W,2400","30.0",",,W","17.2",",,W","  320",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-06-13","7.8",",,W","0.0",",,W,2400","23.3",",,W","15.0",",,W","  320",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-06-14","5.0",",,W","0.0",",,W,2400","27.2",",,W","15.6",",,W","  320",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-06-15","3.1",",,W","0.0",",,W,2400","30.6",",,W","18.9",",,W","  160",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-06-16","1.7",",,W","3.0",",,W,2400","25.0",",,W","20.0",",,W","  210",",,W","    1",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-06-17","3.8",",,W","0.0",",,W,2400","26.7",",,W","18.9",",,W","  160",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-06-18","2.7",",,W","0.0",",,W,2400","30.0",",,W","17.2",",,W","  170",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-06-19","3.9",",,W","0.0",",,W,2400","28.9",",,W","20.0",",,W","  140",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-06-20","3.8",",,W","0.0",",,W,2400","28.3",",,W","18.9",",,W","  160",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-06-21","4.9",",,W","0.0","T,,W,2400","31.7",",,W","22.8",",,W","  310",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,
"USW00014732","LA GUARDIA AIRPORT, NY US","40.7792","-73.88","3.4","2016-06-22","4.4",",,W","0.0",",,W,2400","30.0",",,W","19.4",",,W","  310",",,W",,,,,,,,,,,,,"    1",",,W",,,,,,,,,,,,,,,,,,
